CardNumber,ParcelID,StreetNumber,StreetName,NumofUnits,NumofRooms,NumofBedrooms,ExtType,YearBlt,CurrentBuildingValue,CurrentYardItems,CurrentLandValue,CurrentAcres,FinishedArea,GrossArea,CurrentTotal,SaleDate,SalePrice,LegalReference,Amount,Location 1
1,120-69-7852-000,336,UNION AVE,0,NULL,NULL,OFFICE-PRO,1974,450200,0,160200,0.31701,4104,5836,610400,08/02/2000,397500,31675-542,10000,"336 UNION AVE
FRAMINGHAM, MA
(42.287762, -71.423655)"
2,111-50-9967-000,450,UNION AVE,0,NULL,NULL,FRAT/SOR,1955,148600,62000,242900,2.111,3360,5730,453500,12/05/1950,1,07949-0593,,"450 UNION AVE
FRAMINGHAM, MA
(42.291162, -71.426236)"
1,111-60-3400-000,13,DAY HILL RD,1,8,3,COLONIAL,1932,118400,7100,151100,0.11501,1296,2096,276600,01/23/2006,321500,46859-148,,"13 DAY HILL RD
FRAMINGHAM, MA
(42.289061, -71.425678)"
1,112-00-1144-000,2,HAMPSHIRE RD,1,8,4,COLONIAL,1929,137300,5900,152500,0.16699,1676,3564,295700,03/16/2006,363000,47117-344,7000,"2 HAMPSHIRE RD
FRAMINGHAM, MA
(42.288377, -71.411148)"
1,140-73-7541-000,17,WINTHROP ST,2,13,4,MULTI-FAM,1892,195400,0,104600,0.20661,2370,4343,300000,11/28/2006,1,48561-219,4500,"17 WINTHROP ST
FRAMINGHAM, MA
(42.270001, -71.420225)"
1,135-84-8106-000,57,PRATT ST,2,8,3,MULTI-FAM,1912,121200,5400,103600,0.15432,1624,3580,230200,06/01/1982,39500,14634-042,1800,"57 PRATT ST
FRAMINGHAM, MA
(42.271886, -71.416147)"
1,127-77-6177-000,66,PEARL ST,2,10,4,MULTI-FAM,1900,154800,0,150900,0.10735,2320.5,3916,305700,06/01/2011,1,56932-293,1600,"66 PEARL ST
FRAMINGHAM, MA
(42.280052, -71.420126)"
1,135-84-5107-000,123,ARLINGTON ST,1,7,4,CONVENT`NL,1907,141900,5300,102800,0.11478,1620,3346,250000,04/01/1996,119000,26187-0108,7800,"123 ARLINGTON ST
FRAMINGHAM, MA
(42.271934, -71.417254)"
1,141-93-0636-000,55,EAMES ST,2,8,4,MULTI-FAM,1902,166200,34100,106800,0.32461,1860,2391,307100,12/26/2002,355000,37482-590,10000,"55 EAMES ST
FRAMINGHAM, MA
(42.270876, -71.415377)"
1,134-75-5179-000,17,CEDAR ST,3,13,5,MULTI-FAM,1882,211400,8800,103600,0.15549,2976,4962,323800,10/01/1987,200000,18624-209,11376,"17 CEDAR ST
FRAMINGHAM, MA
(42.27483, -71.420691)"
1,135-85-3003-011,143,HOLLIS ST,1,4,2,DECKER,1907,63600,0,0,0,705,705,63600,06/24/2011,55000,57038-475,,"143 HOLLIS ST
FRAMINGHAM, MA
(42.274391, -71.417906)"
1,135-84-9519-000,76,ARLINGTON ST,3,12,6,CONVENT`NL,1902,180100,0,102100,0.07743,2240,4768,282200,04/21/1993,110000,23100-0534,25000,"76 ARLINGTON ST
FRAMINGHAM, MA
(42.27342, -71.416157)"
1,128-86-8412-302,79,CONCORD ST,1,4,1,MID RISE,1889,62900,0,0,0,678,678,62900,05/23/2006,1,47490-69,,"79 CONCORD ST
FRAMINGHAM, MA
(42.278264, -71.416768)"
1,135-95-3198-000,150,IRVING ST,NULL,NULL,NULL,NULL,NULL,0,0,104700,0.21263,0,0,104700,05/24/1918,1,1396-7,,"150 IRVING ST
FRAMINGHAM, MA
(42.274624, -71.414264)"
1,135-85-3003-007,141,HOLLIS ST,1,3,0,DECKER,1907,40400,0,0,0,315,315,40400,07/19/2010,1,55005-416,,"141 HOLLIS ST
FRAMINGHAM, MA
(42.274416, -71.417886)"
1,111-61-2341-000,32,BUCKMINSTER ST,2,8,4,MULTI-TNHS,1975,176200,0,151700,0.13774,2016,2976,327900,11/07/2014,100,64483-63,,"32 BUCKMINSTER ST
FRAMINGHAM, MA
(42.29182, -71.425832)"
1,134-74-9139-000,16,PINE ST,2,13,4,MULTI-FAM,1897,101600,0,103100,0.12759,2547.5,4292,204700,04/02/2001,225000,32613-595,1000,"16 PINE ST
FRAMINGHAM, MA
(42.272315, -71.419513)"
1,101-62-5842-000,211,WALNUT ST,1,8,4,CONVENT`NL,1867,141700,3200,154800,0.25482,1733.75,3219,299700,08/10/2007,100,49923-524,4000,"211 WALNUT ST
FRAMINGHAM, MA
(42.295618, -71.424955)"
1,135-85-9603-000,46,IRVING ST,0,152,58,APRTMNT-GN,1900,7218500,0,250200,0.46208,46440,46440,7468700,09/26/2013,7800000,62696-7,3863375,"46 IRVING ST
FRAMINGHAM, MA
(42.27584, -71.416163)"
1,111-60-6716-000,38,WALNUT ST,1,6,3,GAMBREL,1921,125500,15000,155700,0.28893,1514.5,2828,296200,12/24/2015,285000,66586-517,5000,"38 WALNUT ST
FRAMINGHAM, MA
(42.290139, -71.424146)"
1,111-50-6594-010,475,FRANKLIN ST,1,1,0,CONDO-OFC,1967,378300,0,0,0,4158,4158,378300,08/20/2009,249000,53418-310,65000,"475 FRANKLIN ST
FRAMINGHAM, MA
(42.289267, -71.428213)"
1,111-60-4762-000,403,UNION AVE,2,7,3,MULTI-TNHS,1917,142300,9000,153500,0.20546,1626,2524,304800,01/01/1988,0,18818-291,2400,"403 UNION AVE
FRAMINGHAM, MA
(42.289845, -71.425235)"
1,101-72-5741-000,61,STONYBROOK RD,1,6,2,RANCH,1949,130900,0,156700,0.33058,1035,2392,287600,07/20/2004,330000,43323-420,,"61 STONYBROOK RD
FRAMINGHAM, MA
(42.295462, -71.420695)"
1,111-61-5287-000,84,WALNUT ST,1,11,4,CONVENT`NL,1900,155500,0,151500,0.13017,1932,3884,307000,04/24/1996,1,26252-92,128000,"84 WALNUT ST
FRAMINGHAM, MA
(42.291549, -71.424249)"
1,140-73-8812-000,16,CHARLES ST,1,8,3,CONVENT`NL,1887,128500,8000,105600,0.25783,1851,3094,242100,12/24/1991,86000,21631-379,17400,"16 CHARLES ST
FRAMINGHAM, MA
(42.271378, -71.419933)"
1,111-60-2079-000,29,NEWTON PL,3,10,5,OT MFAM,1937,197000,11000,155500,0.28262,2482,4165,363500,04/01/2002,100,35173-013,1500,"29 NEWTON PL
FRAMINGHAM, MA
(42.28855, -71.425763)"
1,120-68-7986-001,8,MELROSE ST,1,6,3,CONDEX,1977,211700,0,0,0,1100,1706,211700,01/14/2010,162000,54150-188,,"8 MELROSE ST
FRAMINGHAM, MA
(42.285035, -71.423722)"
1,128-87-4339-000,73,UNION AVE,0,NULL,NULL,CHURCH/SYN,1927,815800,2400,198700,0.71543,12282,12363,1016900,05/23/2005,1600000,45224-375,2100,"73 UNION AVE
FRAMINGHAM, MA
(42.28059, -71.418068)"
1,120-78-1469-000,15,DELOSS ST,3,14,8,MULTI-FAM,1867,192200,3000,155500,0.2831,3295.5,5320,350700,10/05/2005,50,46230-278,1500,"15 DELOSS ST
FRAMINGHAM, MA
(42.284173, -71.422489)"
1,135-84-0975-000,30,CLAFLIN ST,2,12,6,MULTI-FAM,1867,149700,0,103700,0.15939,2338,4892,253400,01/04/2010,210000,54096-83,5000,"30 CLAFLIN ST
FRAMINGHAM, MA
(42.27437, -71.41904)"
1,128-86-8039-000,19,CONCORD ST,0,NULL,NULL,STORE,1948,526800,6200,141400,0.31676,9265,18530,674400,05/29/2003,100,39371-466,10300,"19 CONCORD ST
FRAMINGHAM, MA
(42.277328, -71.416798)"
1,140-73-9736-000,6,CHARLES ST,NULL,NULL,NULL,NULL,NULL,0,0,15000,0.02383,0,0,15000,06/30/1993,235000,23375-178,,"6 CHARLES ST
FRAMINGHAM, MA
(42.271215, -71.419342)"
1,141-83-6842-000,44,WAUSHAKUM ST,1,7,3,COLONIAL,1902,163700,1000,103000,0.12397,1482,2223,267700,08/22/2007,289325,49982-201,4400,"44 WAUSHAKUM ST
FRAMINGHAM, MA
(42.270912, -71.417057)"
1,111-50-9967-000,450,UNION AVE,0,NULL,NULL,FRAT/SOR,1955,148600,62000,242900,2.111,3360,5730,453500,12/05/1950,1,07949-0593,24800,"450 UNION AVE
FRAMINGHAM, MA
(42.291162, -71.426236)"
1,135-84-3568-000,218,HOLLIS ST,2,10,4,MULTI-TNHS,1917,158600,1100,103200,0.13324,2192,3688,262900,04/01/1989,145000,19736-45,5600,"218 HOLLIS ST
FRAMINGHAM, MA
(42.273325, -71.418382)"
1,128-86-8412-401,79,CONCORD ST,1,4,1,MID RISE,1889,64700,0,0,0,730,730,64700,05/23/2006,1,47490-69,,"79 CONCORD ST
FRAMINGHAM, MA
(42.278264, -71.416768)"
1,120-78-4147-000,16,BEECH ST,1,10,5,CONVENT`NL,1897,226500,5100,154100,0.22957,3395,5203,385700,03/02/1999,1,29865-170,8812,"16 BEECH ST
FRAMINGHAM, MA
(42.282847, -71.421288)"
1,141-93-1600-000,115,ALEXANDER ST,2,12,4,OT MFAM,1937,167700,5700,104900,0.22505,1828,3070,278300,01/02/2001,245000,32201-198,1500,"115 ALEXANDER ST
FRAMINGHAM, MA
(42.270341, -71.415122)"
1,128-96-5522-000,127,KENDALL ST,1,6,3,CONVENT`NL,1917,80800,3600,117000,0.1098,1237,1918,201400,04/10/2004,100,42460-505,5040,"127 KENDALL ST
FRAMINGHAM, MA
(42.278662, -71.413779)"
1,134-75-8463-000,480,WAVERLEY ST,NULL,NULL,NULL,NULL,NULL,0,6700,345400,1.59874,0,0,352100,05/04/1961,1,09802-0136,0,"480 WAVERLEY ST
FRAMINGHAM, MA
(42.27586, -71.419793)"
1,135-85-7954-000,407,WAVERLEY ST,0,NULL,NULL,STORE,1927,110400,0,51400,0.04288,1650,2970,161800,10/04/1978,1,13554-574,12700,"407 WAVERLEY ST
FRAMINGHAM, MA
(42.276821, -71.41647)"
1,135-95-2506-000,35,SOUTH ST,0,NULL,NULL,FRAT/SOR,1970,406200,0,141200,0.31536,4160,8104,547400,10/10/2003,415000,41167-587,4500,"35 SOUTH ST
FRAMINGHAM, MA
(42.276096, -71.414705)"
1,135-84-0165-000,255,HOLLIS ST,4,16,8,4-8 FAMILY,1887,248800,0,99800,0.25482,3644,6110,348600,10/27/2014,304200,64417-113,3000,"255 HOLLIS ST
FRAMINGHAM, MA
(42.27193, -71.418779)"
1,121-98-6688-000,19,DENNISON AVE,1,6,3,CAPE,1940,132300,0,151700,0.13627,1270,2628,284000,06/01/1989,167500,19862-305,2000,"19 DENNISON AVE
FRAMINGHAM, MA
(42.284119, -71.413193)"
1,111-50-6594-105,475,FRANKLIN ST,1,2,0,CONDO-OFC,1967,114000,0,0,0,585,585,114000,01/22/1999,661400,29696-487,,"475 FRANKLIN ST
FRAMINGHAM, MA
(42.289267, -71.428213)"
2,128-87-8507-000,17,THOMPSON ST,3,7,4,OT MFAM,1917,189200,7100,154200,0.23393,2282,5399,350500,05/26/2004,350000,42893-516,,"17 THOMPSON ST
FRAMINGHAM, MA
(42.281514, -71.416591)"
1,135-85-3643-000,460,WAVERLEY ST,NULL,NULL,NULL,NULL,NULL,0,18300,26200,0.24578,0,0,44500,09/30/2013,1200000,62719-352,,"460 WAVERLEY ST
FRAMINGHAM, MA
(42.276357, -71.418156)"
1,121-09-3963-000,68,PRINDIVILLE AVE,1,8,4,COLONIAL,2001,384600,0,153000,0.18871,2317,4075,537600,11/30/2000,320000,32083-170,158200,"68 PRINDIVILLE AVE
FRAMINGHAM, MA
(42.287652, -71.410688)"
1,141-83-5616-000,45,WAUSHAKUM ST RR,2,10,4,OT MFAM,1890,132500,16300,103100,0.12711,2225,4429,251900,01/17/1997,50000,26997-0120,,"45 WAUSHAKUM ST RR
FRAMINGHAM, MA
(42.270998, -71.417197)"
1,135-95-3433-000,43,SOUTH ST,10,14,6,CONVENT`NL,1867,707600,0,153200,0.39917,7172,11068,860800,04/21/1993,175000,23100-531,5850,"43 SOUTH ST
FRAMINGHAM, MA
(42.275706, -71.414244)"
1,128-96-4488-000,119,KENDALL ST,1,6,3,CONVENT`NL,1917,87600,5100,117100,0.11453,992.5,2020,209800,11/26/2008,116000,51931-525,1400,"119 KENDALL ST
FRAMINGHAM, MA
(42.278576, -71.413957)"
1,135-84-8575-000,84,ARLINGTON ST,1,6,2,CONVENT`NL,1867,169600,8200,106500,0.30661,1612,2822,284300,11/07/2008,170105,51877-156,2000,"84 ARLINGTON ST
FRAMINGHAM, MA
(42.273282, -71.416307)"
1,135-94-4315-000,51,ALEXANDER ST,1,6,3,CONVENT`NL,1900,166900,0,105500,0.25344,1769,3838,272400,04/16/2001,100,221107,7759,"51 ALEXANDER ST
FRAMINGHAM, MA
(42.272402, -71.413829)"
1,135-84-0297-002,2,AVON ST,1,5,3,CONDEX,2008,191400,0,0,0,572,1144,191400,06/22/2009,199900,53040-362,,"2 AVON ST
FRAMINGHAM, MA
(42.272464, -71.418746)"
1,127-77-8202-000,74,PEARL ST,0,NULL,NULL,CHURCH/SYN,1950,484000,0,152300,0.1623,4754,4952,636300,03/21/2007,720000,49157-542,8000,"74 PEARL ST
FRAMINGHAM, MA
(42.280213, -71.419913)"
1,120-68-7618-000,268,FRANKLIN ST,2,12,4,MULTI-FAM,1907,196500,700,154500,0.24495,2538,4018,351700,11/23/1993,1,23940-260,,"268 FRANKLIN ST
FRAMINGHAM, MA
(42.284661, -71.423806)"
1,135-85-8937-000,395,WAVERLEY ST,0,NULL,NULL,REPAIR GAR,1900,49100,0,31600,0.0264,912,912,80700,10/04/1978,1,13554-574,4000,"395 WAVERLEY ST
FRAMINGHAM, MA
(42.276892, -71.416204)"
1,135-84-7334-000,102,ARLINGTON ST,2,12,6,MULTI-FAM,1892,177400,0,104700,0.2107,2589,5008,282100,09/16/1996,93000,26670-0045,7000,"102 ARLINGTON ST
FRAMINGHAM, MA
(42.272664, -71.416839)"
1,127-77-8954-000,166,UNION AVE,12,38,14,APRTMNT-GN,1920,853900,0,190500,0.19284,8976,13012,1044400,02/14/2013,787500,61205-155,4000,"166 UNION AVE
FRAMINGHAM, MA
(42.282578, -71.419623)"
1,111-60-9781-000,24,WARREN RD,1,7,3,CONVENT`NL,1925,172400,10300,153300,0.198,2193,3966,336000,01/16/2004,435000,41791-303,10000,"24 WARREN RD
FRAMINGHAM, MA
(42.28981, -71.423016)"
1,135-94-3005-000,75,ALEXANDER ST,3,12,5,MULTI-FAM,1887,168400,0,104000,0.17631,2370,3840,272400,05/04/2012,100,59030-246,15000,"75 ALEXANDER ST
FRAMINGHAM, MA
(42.271579, -71.414227)"
1,135-85-7199-000,20,GORDON ST,1,9,4,CONVENT`NL,1887,158200,0,104900,0.22181,1729,3759,263100,06/01/1989,139000,19855-0243,,"20 GORDON ST
FRAMINGHAM, MA
(42.274672, -71.416501)"
1,128-86-3058-000,2,FRANKLIN ST,0,24,24,APRTMNT-GN,1900,1095900,0,155100,0.26807,15112,19597,1251000,01/01/1900,1,873-174,19000,"2 FRANKLIN ST
FRAMINGHAM, MA
(42.277259, -71.417749)"
1,111-50-6594-208,475,FRANKLIN ST,1,4,0,CONDO-OFC,1967,129500,0,0,0,780,780,129500,12/31/2004,16783800,44409-239,40000,"475 FRANKLIN ST
FRAMINGHAM, MA
(42.289267, -71.428213)"
1,121-09-1435-000,400,CONCORD ST,2,16,8,OT MFAM,1867,177300,10300,112200,0.16529,2880,9964,299800,08/12/1954,1,08306-0367,15500,"400 CONCORD ST
FRAMINGHAM, MA
(42.286213, -71.411005)"
1,135-95-3216-000,136,IRVING ST,NULL,NULL,NULL,NULL,NULL,0,13500,129100,0.23157,0,0,142600,10/31/1991,304000,21507-108,,"136 IRVING ST
FRAMINGHAM, MA
(42.274837, -71.41463)"
1,134-75-6296-000,14,CEDAR ST,4,16,8,4-8 FAMILY,1890,242400,0,97000,0.10014,3929.5,6292,339400,12/28/2006,1,48742-276,21900,"14 CEDAR ST
FRAMINGHAM, MA
(42.275052, -71.420674)"
1,127-76-8883-000,10,PROCTOR ST,5,11,3,4-8 FAMILY,1917,157800,0,149500,0.05443,2304,3592,307300,04/19/2012,170000,58926-394,6000,"10 PROCTOR ST
FRAMINGHAM, MA
(42.279237, -71.419681)"
1,111-70-5202-000,5,FOREST AVE,1,7,3,COLONIAL,1917,242800,3600,159000,0.41765,2208,4192,405400,08/01/1989,172500,20046-0494,223000,"5 FOREST AVE
FRAMINGHAM, MA
(42.288517, -71.421436)"
1,101-73-2187-000,6,CANTERBURY PL,1,8,4,COLONIAL,1988,263400,0,159100,0.42043,2240,5216,422500,02/01/1990,233000,20355-539,8000,"6 CANTERBURY PL
FRAMINGHAM, MA
(42.296527, -71.421685)"
1,101-62-6558-000,193,WALNUT ST,2,12,6,MULTI-TNHS,1973,184900,10000,156400,0.316,2438,3674,351300,07/11/1994,180000,24690-0213,,"193 WALNUT ST
FRAMINGHAM, MA
(42.294986, -71.424502)"
1,135-94-0768-000,56,ARLINGTON ST,2,11,5,MULTI-FAM,1910,173400,0,104600,0.2073,2538,4726,278000,02/21/1985,1,16021-0593,,"56 ARLINGTON ST
FRAMINGHAM, MA
(42.273937, -71.415556)"
1,135-85-3003-012,143,HOLLIS ST,1,4,2,DECKER,1907,63100,0,0,0,690,690,63100,07/19/2010,1,55005-416,,"143 HOLLIS ST
FRAMINGHAM, MA
(42.274391, -71.417906)"
1,134-74-9052-000,11,CHARLES ST,3,6,3,CONVENT`NL,1897,314500,7500,106700,0.31488,3619,5930,428700,05/05/2000,288000,31381-282,10000,"11 CHARLES ST
FRAMINGHAM, MA
(42.271279, -71.41958)"
1,135-85-3003-397,139,HOLLIS ST,1,4,2,DECKER,1907,66100,0,0,0,700,700,66100,06/24/2011,55000,57038-471,,"139 HOLLIS ST
FRAMINGHAM, MA
(42.274269, -71.418001)"
1,141-83-7561-000,67,WAUSHAKUM ST,2,10,4,MULTI-FAM,1900,152800,0,103200,0.1346,1994,3467,256000,04/10/2002,265000,35251-4,,"67 WAUSHAKUM ST
FRAMINGHAM, MA
(42.270481, -71.416351)"
1,111-50-7880-000,25,STEVENS RD,1,4,2,RANCH,1953,113500,7700,156000,0.30317,1015,2260,277200,09/04/2008,250000,51651-23,1660,"25 STEVENS RD
FRAMINGHAM, MA
(42.290084, -71.427704)"
1,111-60-4814-000,411,UNION AVE,0,NULL,NULL,OFFICE-PRO,1925,177600,7000,161200,0.32358,1752,2208,345800,03/13/2015,1,65044-264,,"411 UNION AVE
FRAMINGHAM, MA
(42.290156, -71.425471)"
1,128-86-9973-000,9,FREDERICK ST,3,15,7,OT MFAM,1902,228200,0,117200,0.11931,3731,6011,345400,02/19/2014,1,63288-396,2000,"9 FREDERICK ST
FRAMINGHAM, MA
(42.279786, -71.415633)"
1,127-77-5923-000,175,FRANKLIN ST,0,NULL,NULL,REPAIR GAR,1980,187000,0,126800,0.11226,3324,4432,313800,10/20/1995,100,25750-0291,500,"175 FRANKLIN ST
FRAMINGHAM, MA
(42.282253, -71.421149)"
1,134-75-8090-000,42,CLAFLIN ST,2,12,6,MULTI-FAM,1887,189200,900,102300,0.08717,2490,4441,292400,01/03/2008,263000,50552-270,5000,"42 CLAFLIN ST
FRAMINGHAM, MA
(42.274495, -71.419683)"
1,127-77-6587-000,144,FRANKLIN ST,3,12,6,MULTI-FAM,1907,169700,0,151300,0.12397,2507,3473,321000,11/10/2009,340000,53817-462,225,"144 FRANKLIN ST
FRAMINGHAM, MA
(42.281555, -71.420281)"
1,120-69-8432-000,28,LINDEN ST,4,16,8,4-8 FAMILY,1917,210000,1700,155200,0.27247,4649,7486,366900,10/11/2006,1,48302-207,1200,"28 LINDEN ST
FRAMINGHAM, MA
(42.286143, -71.423476)"
1,134-74-7744-000,26,HIGHLAND ST,4,12,4,4-8 FAMILY,1892,250200,0,98400,0.18271,3148,5102,348600,02/05/2002,348000,34748-0076,2000,"26 HIGHLAND ST
FRAMINGHAM, MA
(42.273695, -71.420527)"
1,128-86-2876-000,75,FRANKLIN ST,0,NULL,NULL,OFFICE,1936,136800,0,109300,0.09366,2077,2140,246100,09/28/1994,132000,24883-0160,9000,"75 FRANKLIN ST
FRAMINGHAM, MA
(42.279269, -71.418417)"
1,128-86-8412-205,79,CONCORD ST,1,3,0,MID RISE,1889,52600,0,0,0,563,563,52600,05/23/2006,1,47490-69,,"79 CONCORD ST
FRAMINGHAM, MA
(42.278264, -71.416768)"
1,111-61-3364-000,22,BUCKMINSTER ST,1,6,3,CAPE,1963,79700,0,151700,0.13774,1443.75,2507,231400,09/24/2003,100,40989-268,1085,"22 BUCKMINSTER ST
FRAMINGHAM, MA
(42.291906, -71.425403)"
1,111-60-1385-000,12,DAY HILL RD,1,7,3,GAMBREL,1935,141800,0,152700,0.17583,1540,2487,294500,09/01/1983,89400,16446-0580,6000,"12 DAY HILL RD
FRAMINGHAM, MA
(42.289202, -71.425808)"
1,120-78-3717-000,34,DELOSS ST,0,NULL,NULL,OFFICE,1917,214600,1400,130500,0.13464,3426,5901,346500,12/03/2010,231000,55977-317,6000,"34 DELOSS ST
FRAMINGHAM, MA
(42.284498, -71.421771)"
1,134-74-9578-000,34,HAYES ST,4,16,4,4-8 FAMILY,1867,231900,0,98300,0.17631,3435.5,5520,330200,12/01/1993,240000,23982-0030,,"34 HAYES ST
FRAMINGHAM, MA
(42.273275, -71.419656)"
1,128-86-8412-307,79,CONCORD ST,1,4,1,MID RISE,1889,66300,0,0,0,780,780,66300,05/23/2006,1,47490-69,,"79 CONCORD ST
FRAMINGHAM, MA
(42.278264, -71.416768)"
1,141-93-2951-000,91,ALEXANDER ST,1,7,4,CONVENT`NL,1897,121200,5100,103800,0.16529,1524,3073,230100,08/20/2015,217000,65944-291,19326,"91 ALEXANDER ST
FRAMINGHAM, MA
(42.271205, -71.414402)"
1,111-60-5165-012,366,UNION AVE,1,5,2,LOW RISE,1930,129500,0,0,0,800,896,129500,05/30/2000,119900,31446-169,4860,"366 UNION AVE
FRAMINGHAM, MA
(42.288679, -71.424357)"
1,111-70-1858-000,60,FOREST AVE EXTN,1,7,4,CAPE,1943,212000,8600,152900,0.18538,1870,3333,373500,05/31/2013,344800,61919-225,15000,"60 FOREST AVE EXTN
FRAMINGHAM, MA
(42.290548, -71.422265)"
1,120-68-6749-000,280,FRANKLIN ST,2,6,2,MULTI-FAM,1867,127500,0,151800,0.14004,1654,2812,279300,10/26/2009,179000,53726-463,100,"280 FRANKLIN ST
FRAMINGHAM, MA
(42.284963, -71.424005)"
1,141-93-0847-000,44,EAMES ST,2,8,4,MULTI-FAM,1912,154300,4200,102800,0.11295,2028,4180,261300,09/16/1998,124000,29103-230,,"44 EAMES ST
FRAMINGHAM, MA
(42.271015, -71.415598)"
1,029-17-3210-000,34,GRIFFIN RD,1,8,3,RANCH,1957,129500,900,160200,0.46304,1559,1953,290600,02/10/2014,10,63261-31,7719,"34 GRIFFIN RD
FRAMINGHAM, MA
(42.335543, -71.407013)"
1,128-86-5683-000,110,CONCORD ST,0,NULL,NULL,OFFICE,1908,1425181.71,3468.34,136387.37,0.312,11158,11158,1565037.42,08/01/2014,3360000,64014-195,6170,"110 CONCORD ST
FRAMINGHAM, MA
(42.278958, -71.41683)"
1,149-69-6801-000,5,DARYL PL,1,6,1,BUNGALOW,1927,118400,4300,102300,0.08815,1164,1884,225000,07/31/1991,82000,21326-50,44200,"5 DARYL PL
FRAMINGHAM, MA"
1,135-84-4765-000,1,POPLAR PL,NULL,NULL,NULL,NULL,NULL,0,0,108000,0.38517,0,0,108000,03/14/1991,110000,21047-207,0,"1 POPLAR PL
FRAMINGHAM, MA
(42.314909, -71.432052)"
1,127-77-7122-000,62,PEARL ST,3,13,5,MULTI-FAM,1890,167800,0,136300,0.1264,3384,5600,304100,06/10/2016,320000,67411-239,12300,"62 PEARL ST
FRAMINGHAM, MA
(42.280052, -71.420126)"
1,141-83-8647-000,64,WAUSHAKUM ST,2,12,4,MULTI-FAM,1917,194000,7900,103600,0.15702,3165,4949,305500,05/04/2015,1,65310-455,15200,"64 WAUSHAKUM ST
FRAMINGHAM, MA
(42.270469, -71.416331)"
1,135-84-6128-000,120,ARLINGTON ST,1,5,3,CONVENT`NL,1925,132800,0,101700,0.05422,1526,1526,234500,08/28/2012,124000,59861-39,44400,"120 ARLINGTON ST
FRAMINGHAM, MA
(42.27216, -71.417122)"
1,135-84-3314-000,4,OAK PL,2,10,4,MULTI-FAM,1922,120700,0,106300,0.29596,2056,3304,227000,01/29/1946,1,00744-0108,,"4 OAK PL
FRAMINGHAM, MA
(42.272535, -71.418453)"
1,111-60-1252-000,26,NEWTON PL,2,8,2,MULTI-TNHS,1927,148400,0,151900,0.14348,1728,3528,300300,05/29/1996,100,26352-0371,9900,"26 NEWTON PL
FRAMINGHAM, MA
(42.288457, -71.426035)"
1,128-97-6819-000,5,WEBSTER ST,2,12,6,MULTI-FAM,1892,177600,0,117000,0.10847,2508,5432,294600,11/18/1994,132000,25001-547,1000,"5 WEBSTER ST
FRAMINGHAM, MA
(42.282414, -71.413579)"
1,134-75-8041-000,50,CLAFLIN ST,2,8,4,MULTI-FAM,1887,109200,0,102300,0.08724,1341,2690,211500,05/29/2015,227500,65450-411,9000,"50 CLAFLIN ST
FRAMINGHAM, MA
(42.274529, -71.419856)"
2,141-83-0932-000,279,HOLLIS ST,4,12,6,OT MFAM,1917,342900,0,103300,0.13887,5165,8032,446200,12/17/2008,1,51985-64,,"279 HOLLIS ST
FRAMINGHAM, MA
(42.271294, -71.418968)"
1,128-87-8946-000,25,LINCOLN ST,0,NULL,NULL,OFFICE,1900,229600,6700,141300,0.20101,2324,3584,377600,05/12/1997,275000,27283-241,16950,"25 LINCOLN ST
FRAMINGHAM, MA
(42.282223, -71.416279)"
5,127-77-6425-000,1,HENRY ST,0,NULL,NULL,WAREHOUSE,1940,395800,0,424100,1.561,22880,22880,819900,03/31/1913,1,3772-332,,"1 HENRY ST
FRAMINGHAM, MA
(42.271101, -71.413576)"
1,135-85-3003-009,141,HOLLIS ST,1,3,0,DECKER,1907,41900,0,0,0,370,370,41900,07/19/2010,1,55005-416,,"141 HOLLIS ST
FRAMINGHAM, MA
(42.274416, -71.417886)"
1,128-96-4608-000,51,FREDERICK ST,2,8,6,OT MFAM,1907,125300,0,117500,0.13347,1847,3719,242800,10/27/2014,191400,64417-159,10000,"51 FREDERICK ST
FRAMINGHAM, MA
(42.279121, -71.414063)"
1,111-60-5165-005,368,UNION AVE,1,5,2,LOW RISE,1930,121100,0,0,0,800,896,121100,09/09/1996,72500,26651-0239,6000,"368 UNION AVE
FRAMINGHAM, MA
(42.288689, -71.424365)"
1,134-75-7331-000,2,CEDAR ST,0,NULL,NULL,REPAIR GAR,1981,222900,0,132200,0.25269,4500,4500,355100,02/16/1993,100,22914-210,,"2 CEDAR ST
FRAMINGHAM, MA
(42.275222, -71.42067)"
1,128-86-8412-108,79,CONCORD ST,0,1,1,CONDO-RTL,1900,59200,0,0,0,600,600,59200,05/23/2006,1,47490-69,,"79 CONCORD ST
FRAMINGHAM, MA
(42.278264, -71.416768)"
1,120-69-8979-000,345,UNION AVE,0,NULL,NULL,OFFICE,1917,446500,4800,148000,0.24201,4116,5416,599300,06/21/2016,650000,67471-395,5300,"345 UNION AVE
FRAMINGHAM, MA
(42.287844, -71.423718)"
2,135-84-7605-000,77,ARLINGTON ST,0,NULL,NULL,APRTMNT-GN,1970,3147200,0,373400,1.0109,23112,23112,3520600,04/30/1996,1475000,26273-246,,"77 ARLINGTON ST
FRAMINGHAM, MA
(42.273113, -71.416486)"
1,135-84-5480-000,105,ARLINGTON ST,2,10,5,MULTI-FAM,1897,152000,1300,103100,0.12998,2204,4059,256400,05/01/1995,45000,25318-0104,,"105 ARLINGTON ST
FRAMINGHAM, MA
(42.27254, -71.416911)"
